food_name,recipe_title,recipe_url,calories_url,source_page_number,ingredient_count,ingredient_sections,serving_label,nutrient_heading,carbohydrates_value,cholesterol_value,energy_value,fat_value,fiber_value,protein_value,sodium_value
Spinach Vegetable Roll,Spinach Vegetable Roll Recipe,https://www.tarladalal.com/spinach-vegetable-roll-43062r,https://www.tarladalal.com/calories-for-Spinach-Vegetable-Roll-43062,130,14,For Spinach Vegetable Roll,roll,Nutrient values (Abbrv) per roll,30.7 g,0 mg,169 Calories,2.5 g,6.0 g,7.0 g,48 mg
Paneer,Paneer Recipe (Baby Corn And Capsicum Satay Sticks),https://www.tarladalal.com/paneer-baby-corn-and-capsicum-satay-sticks-31009r,https://www.tarladalal.com/calories-for-Paneer-Baby-Corn-and-Capsicum-Satay-Sticks-31009,130,14,For The Peanut Sauce | Main Ingredients | To Be Mixed Into A Marinade,serving,Nutrient values (Abbrv) per serving,10.7 g,0 mg,250 Calories,21.9 g,0.9 g,3.4 g,126 mg
Baked Paneer Mutter,Baked Paneer Mutter Recipe (Indian Recipes),https://www.tarladalal.com/baked-paneer-mutter-1492r,https://www.tarladalal.com/calories-for-Baked-Paneer-Mutter-1492,130,19,(For the green peas mixture) | For the green peas mixture | For the paneer mixture | For the white sauce,,Nutrient values (Abbrv) per null,29.4 g,0 mg,448 Calories,27.5 g,10.7 g,18.9 g,50 mg
Orange Cookies,Orange Cookies Recipe (Eggless Orange Cookies),https://www.tarladalal.com/orange-cookies-eggless--orange-cookies-41515r,https://www.tarladalal.com/calories-for-Orange-Cookies-Eggless--Orange-Cookies-41515,130,7,Main Ingredients,cookie,Nutrient values (Abbrv) per cookie,9.8 g,0 mg,75 Calories,3.5 g,0.0 g,0.9 g,36 mg
French Style Baked Pancakes In Spinach And Tomato Sauce,French Style Baked Pancakes In Spinach And Tomato Sauce Recipe,https://www.tarladalal.com/french-style-baked-pancakes-in-spinach-and-tomato-sauce-70r,https://www.tarladalal.com/calories-for-French-Style-Baked-Pancakes-in-Spinach-and-Tomato-Sauce-70,130,20,For The Baking | For The Palak Stuffing | For The Pancakes | For The Tomato Sauce,serving,Nutrient values (Abbrv) per serving,24.7 g,0 mg,261 Calories,14.0 g,4.1 g,7.9 g,50 mg
Lemon Sauce For Desserts And Icings,Lemon Sauce For Desserts And Icings Recipe,https://www.tarladalal.com/lemon-sauce-for-desserts-and-icings-2342r,https://www.tarladalal.com/calories-for-Lemon-Sauce-For-Desserts-and-Icings-2342,130,5,Main Ingredients,cup,Nutrient values (Abbrv) per cup,64.4 g,0 mg,276 Calories,1.2 g,2.6 g,2.1 g,2 mg
Whole Wheat Hot Dog Roll,Whole Wheat Hot Dog Roll Recipe,https://www.tarladalal.com/whole-wheat-hot-dog-roll-homemade-whole-wheat-hotdog-roll-41911r,https://www.tarladalal.com/calories-for-Whole-Wheat-Hot-Dog-Roll-Homemade-Whole-Wheat-Hotdog-Roll-41911,130,11,Main Ingredients,hot dog roll,Nutrient values (Abbrv) per hot dog roll,37.7 g,7 mg,231 Calories,6.9 g,5.9 g,6.1 g,514 mg
Cream Of Lettuce Soup,Cream Of Lettuce Soup Recipe (Microwave),https://www.tarladalal.com/cream-of-lettuce-soup--microwave-recipe-646r,https://www.tarladalal.com/calories-for-Cream-Of-Lettuce-Soup--Microwave-Recipe-646,130,6,Main Ingredients,serving,Nutrient values (Abbrv) per serving,9.1 g,0 mg,144 Calories,8.2 g,0.3 g,4.3 g,60 mg
Pineapple Apple Mint Infused Water,Pineapple Apple Mint Infused Water Recipe,https://www.tarladalal.com/pineapple-apple-mint-infused-water-41820r,https://www.tarladalal.com/calories-for-Pineapple-Apple-Mint-Infused-Water-41820,130,3,Main Ingredients,serving,Nutrient values (Abbrv) per serving,3.6 g,0 mg,16 Calories,0.0 g,1.0 g,0.2 g,12 mg
Pear Ice-Cream,Pear Ice-Cream Recipe (Vegetarian Recipes),https://www.tarladalal.com/pear-ice-cream-116r,https://www.tarladalal.com/calories-for-Pear-Ice-cream-116,130,6,Main Ingredients,serving,Nutrient values (Abbrv) per serving,30.3 g,2 mg,326 Calories,21.9 g,2.6 g,2.6 g,40 mg
Malabari Curry,Malabari Curry Recipe,https://www.tarladalal.com/malabari-curry-7544r,https://www.tarladalal.com/calories-for-Malabari-Curry-7544,130,0,,,Nutrient values (Abbrv) per null,23.5 g,0 mg,398 Calories,31.3 g,11.7 g,5.7 g,20 mg
Stuffed Peaches,Stuffed Peaches Recipe (Indian Low Calorie Sweet Recipes),https://www.tarladalal.com/stuffed-peaches-8703r,https://www.tarladalal.com/calories-for-Stuffed-Peaches-8703,130,11,For the orange sauce | Main Recipe | To be blended into a filling (makes approx. 8 tbsp),,Nutrient values (Abbrv) per null,32.6 g,0 mg,170 Calories,0.7 g,2.4 g,2.7 g,105 mg
Batata Musallam,Batata Musallam Recipe (Mughlai Aloo Masala),https://www.tarladalal.com/batata-musallam-43051r,https://www.tarladalal.com/calories-for-Batata-Musallam-43051,130,19,Blend To Make Masala Paste | For Batata Musallam | For Garnish,serving,Nutrient values (Abbrv) per serving,20.9 g,0 mg,237 Calories,15.9 g,2.6 g,2.9 g,19 mg
Sabja Drink For Summer Basil Seeds Drink 42835R,Sabja Drink For Summer Basil Seeds Drink 42835R Recipe,https://www.tarladalal.com/sabja-drink-for-summer-basil-seeds-drink-42835r,https://www.tarladalal.com/calories-for-Sabja-Drink-for-Summer-Basil-Seeds-Drink-42835,130,1,For Sabja Drink For Summer,cup,Nutrient values (Abbrv) per cup,1.9 g,0 mg,14 Calories,0.2 g,1.1 g,0.7 g,0 mg
Kaffir Lime Leaf Yogurt Dip,Kaffir Lime Leaf Yogurt Dip Recipe (Mint Kaffir Lime Dip),https://www.tarladalal.com/kafiir-lime-leaf-and-yoghurt-dip-41791r,https://www.tarladalal.com/calories-for-Kafiir-Lime-Leaf-and-Yoghurt-Dip-41791,130,7,for Kaffir lime leaf yogurt dip,cup,Nutrient values (Abbrv) per cup,35.0 g,48 mg,431 Calories,19.8 g,0.8 g,13.5 g,58 mg
Pastry Base,Pastry Base Recipe (Chocolate Recipes),https://www.tarladalal.com/pastry-base-1944r,https://www.tarladalal.com/calories-for-Pastry-Base-1944,130,3,Main Ingredients,serving,Nutrient values (Abbrv) per serving,42.2 g,110 mg,533 Calories,36.5 g,0.2 g,7.3 g,358 mg
Coleslaw With Khakhra ( Tiffin Treats),Coleslaw With Khakhra ( Tiffin Treats) Recipe,https://www.tarladalal.com/coleslaw-with-khakhra--tiffin-treats-40359r,https://www.tarladalal.com/calories-for-Coleslaw-with-Khakhra--Tiffin-Treats-40359,130,6,For The Coleslaw | Other Ingredients,serving,Nutrient values (Abbrv) per serving,56.4 g,0 mg,361 Calories,16.4 g,3.0 g,8.5 g,355 mg
Paneer Phudina Tikkis,Paneer Phudina Tikkis Recipe (Indian Diabetic Recipes),https://www.tarladalal.com/paneer-phudina-tikkis-7458r,https://www.tarladalal.com/calories-for-Paneer-Phudina-Tikkis-7458,130,7,For serving | Main Recipe | Other ingredients,,Nutrient values (Abbrv) per null,3.3 g,0 mg,34 Calories,1.8 g,0.4 g,1.2 g,13 mg
Oats Cheese Straw,Oats Cheese Straw Recipe,https://www.tarladalal.com/eggless-oats-cheese-straw-oatmeal-cheese-straws-33618r,https://www.tarladalal.com/calories-for-Eggless-Oats-Cheese-Straw-Oatmeal-Cheese-Straws-33618,130,8,For Eggless Oats Cheese Straw,straw,Nutrient values (Abbrv) per straw,3.3 g,0 mg,46 Calories,3.2 g,0.1 g,1.0 g,26 mg
Spinach Stuffed Enchiladas,Spinach Stuffed Enchiladas Recipe,https://www.tarladalal.com/spinach-stuffed-enchiladas-8627r,https://www.tarladalal.com/calories-for-Spinach-Stuffed-Enchiladas-8627,130,19,For The Corn Tortillas | For The Garnish | For The Mexican Hot Sauce | Other Ingredients | To Be Mixed Into A Stuffing | To Serve,serving,Nutrient values (Abbrv) per serving,24.8 g,3 mg,228 Calories,12.1 g,2.5 g,5.3 g,377 mg
Parsley,Parsley Recipe (Honey And Mustard Dressing),https://www.tarladalal.com/parsley-honey-and-mustard-dressing-38239r,https://www.tarladalal.com/calories-for-Parsley-Honey-and-Mustard-Dressing-38239,130,5,Main Ingredients,cup,Nutrient values (Abbrv) per cup,14.3 g,24 mg,202 Calories,9.8 g,0.7 g,6.8 g,35 mg
Mixed Sprouts Rice,Mixed Sprouts Rice Recipe,https://www.tarladalal.com/mixed-sprouts-rice-31071r,https://www.tarladalal.com/calories-for-Mixed-Sprouts-Rice-31071,131,20,For Serving | For The Rice | For The Sprouts and Vegetable Mixture,serving,Nutrient values (Abbrv) per serving,55.4 g,8 mg,343 Calories,9.5 g,4.3 g,8.8 g,40 mg
Apple Cucumber Parsley Infused Water,Apple Cucumber Parsley Infused Water Recipe,https://www.tarladalal.com/apple-cucumber-parsley-infused-water-41821r,https://www.tarladalal.com/calories-for-Apple-Cucumber-Parsley-Infused-Water-41821,131,3,Main Ingredients,serving,Nutrient values (Abbrv) per serving,0.8 g,0 mg,4 Calories,0.0 g,0.8 g,0.1 g,3 mg
Flambã©Ed Pineapples,Flambã©Ed Pineapples Recipe (Quick Dessert Recipes),https://www.tarladalal.com/flambeed-pineapples-4738r,https://www.tarladalal.com/calories-for-Flambeed-Pineapples-4738,131,6,For serving | Main Recipe,,Nutrient values (Abbrv) per null,9.8 g,23 mg,114 Calories,7.3 g,1.1 g,0.2 g,88 mg
Crouton Salad,Crouton Salad Recipe,https://www.tarladalal.com/crouton-salad-22623r,https://www.tarladalal.com/calories-for-Crouton-Salad-22623,131,9,Main Ingredients | To Be Mixed Into A Dressing,serving,Nutrient values (Abbrv) per serving,23.2 g,15 mg,311 Calories,20.7 g,0.7 g,8.4 g,250 mg
Parsley And Garlic Dressing,Parsley And Garlic Dressing Recipe,https://www.tarladalal.com/parsley-and-garlic-dressing-41073r,https://www.tarladalal.com/calories-for-Parsley-and-Garlic-Dressing-41073,131,7,Main Ingredients,cup,Nutrient values (Abbrv) per cup,43.6 g,0 mg,1095 Calories,101.1 g,5.6 g,3.4 g,27 mg
Mutter Pulao ( Microwave ),Mutter Pulao ( Microwave ) Recipe,https://www.tarladalal.com/mutter-pulao--microwave-recipe--33908r,https://www.tarladalal.com/calories-for-Mutter-Pulao--Microwave-Recipe--33908,131,11,For The Garnish | Main Ingredients,serving,Nutrient values (Abbrv) per serving,39.6 g,0 mg,298 Calories,13.3 g,4.1 g,5.0 g,5 mg
Soba Noodles Salad,Soba Noodles Salad Recipe (Soba Noodles Cold Salad),https://www.tarladalal.com/soba-noodles-salad-veg-soba-noodles-cold-salad-41884r,https://www.tarladalal.com/calories-for-Soba-Noodles-Salad-Veg-Soba-Noodles-Cold-Salad-41884,131,14,For The Coconut Sauce | Main Ingredients,serving,Nutrient values (Abbrv) per serving,20.2 g,0 mg,365 Calories,29.8 g,6.0 g,4.2 g,5 mg
Honeydew Almond Juice,Honeydew Almond Juice Recipe,https://www.tarladalal.com/honeydew-almond-juice-41688r,https://www.tarladalal.com/calories-for-Honeydew-Almond-Juice-41688,131,3,Main Ingredients,glasse,Nutrient values (Abbrv) per glasse,12.4 g,0 mg,91 Calories,4.1 g,0.9 g,1.7 g,105 mg
Creamy Cucumber Dip ( Finger Foods For Kids ),Creamy Cucumber Dip ( Finger Foods For Kids ) Recipe,https://www.tarladalal.com/creamy-cucumber-dip--finger-foods-for-kids--33602r,https://www.tarladalal.com/calories-for-Creamy-Cucumber-Dip--Finger-Foods-For-Kids--33602,131,7,For Serving | Main Ingredients,cup,Nutrient values (Abbrv) per cup,27.3 g,0 mg,379 Calories,26.2 g,3.4 g,7.2 g,405 mg
Margarita,Margarita Recipe (Mexican Recipes),https://www.tarladalal.com/margarita-1217r,https://www.tarladalal.com/calories-for-Margarita-1217,131,5,,,Nutrient values (Abbrv) per null,8.0 g,0 mg,35 Calories,0.2 g,0.3 g,0.3 g,32 mg
Chinese Rice Topped With Creamy Vegetables ( Chinese Cooking ),Chinese Rice Topped With Creamy Vegetables ( Chinese Cooking ) Recipe,https://www.tarladalal.com/chinese-rice-topped-with-creamy-vegetables--chinese-cooking--33081r,https://www.tarladalal.com/calories-for-Chinese-Rice-Topped-with-Creamy-Vegetables--Chinese-Cooking--33081,131,12,For Serving | For The Creamy Vegetables,serving,Nutrient values (Abbrv) per serving,7.8 g,0 mg,120 Calories,8.8 g,2.2 g,1.7 g,16 mg
Mini Macaroni Buns,Mini Macaroni Buns Recipe,https://www.tarladalal.com/mini-macaroni-buns-40498r,https://www.tarladalal.com/calories-for-Mini-Macaroni-Buns-40498,131,14,For The Crispy Bread Halves | For The Macaroni Stuffing,mini macaroni bun,Nutrient values (Abbrv) per mini macaroni bun,13.1 g,0 mg,122 Calories,3.5 g,0.4 g,9.6 g,35 mg
Hot And Sweet Sauce,Hot And Sweet Sauce Recipe (Indian Chili Sauce),https://www.tarladalal.com/hot-and-sweet-sauce-41994r,https://www.tarladalal.com/calories-for-Hot-and-Sweet-Sauce-41994,131,6,for hot and sweet sauce,cup,Nutrient values (Abbrv) per cup,59.5 g,0 mg,258 Calories,0.5 g,4.5 g,13.2 g,957 mg
Stuffed Cauliflower Puri,Stuffed Cauliflower Puri Recipe,https://www.tarladalal.com/stuffed-cauliflower-puri-38889r,https://www.tarladalal.com/calories-for-Stuffed-Cauliflower-Puri-38889,131,12,For The Puris | Other Ingredients | To Be Mixed Into A Stuffing,puri,Nutrient values (Abbrv) per puri,13.2 g,0 mg,120 Calories,6.1 g,1.3 g,3.1 g,7 mg
Lemon Dressing,Lemon Dressing Recipe,https://www.tarladalal.com/lemon-dressing-41066r,https://www.tarladalal.com/calories-for-Lemon-Dressing-41066,131,7,Main Ingredients,cup,Nutrient values (Abbrv) per cup,17.3 g,0 mg,1884 Calories,201.1 g,2.0 g,1.2 g,0 mg
Peach Cooler ( Party Drinks ),Peach Cooler ( Party Drinks ) Recipe,https://www.tarladalal.com/peach-cooler--party-drinks--33175r,https://www.tarladalal.com/calories-for-Peach-Cooler--Party-Drinks--33175,131,8,For The Garnish | Main Ingredients,glasse,Nutrient values (Abbrv) per glasse,17.6 g,0 mg,72 Calories,0.1 g,0.2 g,0.2 g,0 mg
Spicy Tortilla Chips With Red Pepper And Tomato Salsa,Spicy Tortilla Chips With Red Pepper And Tomato Salsa Recipe,https://www.tarladalal.com/spicy-tortilla-chips-with-red-pepper-and-tomato-salsa-39885r,https://www.tarladalal.com/calories-for-Spicy-Tortilla-Chips-with-Red-Pepper-and-Tomato-Salsa-39885,131,16,For The Red Pepper and Tomato Salsa (makes Approx. 1 Cup) | For The Spicy Tortilla Chips (makes 32 Chips),serving,Nutrient values (Abbrv) per serving,18.0 g,0 mg,103 Calories,2.6 g,3.3 g,2.6 g,8 mg
Makai Patwadi ( Microwave ),Makai Patwadi ( Microwave ) Recipe,https://www.tarladalal.com/makai-patwadi--microwave-recipe-34560r,https://www.tarladalal.com/calories-for-Makai-Patwadi--Microwave-Recipe-34560,131,12,For The Garnish | Main Ingredients,serving,Nutrient values (Abbrv) per serving,24.6 g,0 mg,190 Calories,6.4 g,6.3 g,8.6 g,30 mg
Potato Cheese Garlic Tikki,Potato Cheese Garlic Tikki Recipe (Lehsuni Tikki),https://www.tarladalal.com/potato-cheese-garlic-tikki-lehsuni-tikki-41906r,https://www.tarladalal.com/calories-for-Potato-Cheese-Garlic-Tikki-Lehsuni-Tikki-41906,131,12,For Potato Cheese Garlic Tikki | For Serving With Potato Cheese Garlic Tikki,tikki,Nutrient values (Abbrv) per tikki,3.9 g,3 mg,54 Calories,3.8 g,0.4 g,1.2 g,1 mg
Ghughra Sandwich,Ghughra Sandwich Recipe | Crispy Indian Snack Delight,https://www.tarladalal.com/ghughra-sandwich-43038r,https://www.tarladalal.com/calories-for-Ghughra-Sandwich-43038,131,9,For Ghughra Sandwich | To Be Mixed Into Stuffing,plate,Nutrient values (Abbrv)per plate,35.7 g,100 mg,466 Calories,31.5 g,0.8 g,10.2 g,516 mg
Tomato Cucumber Infused Water,Tomato Cucumber Infused Water Recipe,https://www.tarladalal.com/tomato-cucumber-infused-water-41838r,https://www.tarladalal.com/calories-for-Tomato-Cucumber-Infused-Water-41838,131,2,Main Ingredients,serving,Nutrient values (Abbrv) per serving,0.3 g,0 mg,2 Calories,0.0 g,0.1 g,0.1 g,1 mg
Dry Karela Chutney Indian Bitter Gourd Chutney Powder 42898R,Dry Karela Chutney Indian Bitter Gourd Chutney Powder 42898R Recipe,https://www.tarladalal.com/dry-karela-chutney-indian-bitter-gourd-chutney-powder-42898r,https://www.tarladalal.com/calories-for-Dry-Karela-Chutney-Indian-Bitter-Gourd-Chutney-Powder-42898,131,13,For Dry Karela Chutney,cup,Nutrient values (Abbrv) per cup,30.6 g,0 mg,642 Calories,52.6 g,20.7 g,14.1 g,21 mg
Green Sauce ( Jain ),Green Sauce ( Jain ) Recipe (Jain Recipes),https://www.tarladalal.com/green-sauce---jain-recipe-7522r,https://www.tarladalal.com/calories-for-Green-Sauce---Jain-Recipe-7522,131,5,Main Recipe,serving,Nutrient values (Abbrv) per serving,5.3 g,0 mg,27 Calories,0.3 g,3.5 g,1.0 g,4 mg
Veg Salad With Spring Onion Honey Lemon Dressing,Veg Salad With Spring Onion Honey Lemon Dressing Recipe,https://www.tarladalal.com/veg-salad-with-spring-onion-honey-lemon-dressing-1784r,https://www.tarladalal.com/calories-for-Veg-Salad-with-Spring-Onion-Honey-Lemon-Dressing-1784,131,11,Main Ingredients | To Be Mixed Into A Spring Onion Honey Lemon Dressing,serving,Nutrient values (Abbrv) per serving,6.8 g,0 mg,83 Calories,5.5 g,0.8 g,2.1 g,14 mg
Onion Bread Pakoda,Onion Bread Pakoda Recipe (Crispy Pyaaz Bread Ke Pakode),https://www.tarladalal.com/onion-bread-pakoda-43018r,https://www.tarladalal.com/calories-for-Onion-Bread-Pakoda-43018,131,15,For Onion Bread Pakoda | For Serving | To Be Mixed Into Bhajia Mixture,bread pakoda,Nutrient values (Abbrv) per bread pakoda,16.0 g,0 mg,129 Calories,5.7 g,1.8 g,3.3 g,9 mg
Mashed Apple Stew With Vanilla Ice-Cream,Mashed Apple Stew With Vanilla Ice-Cream Recipe,https://www.tarladalal.com/mashed-apple-stew-with-vanilla-ice-cream-1418r,https://www.tarladalal.com/calories-for-Mashed-Apple-Stew-with-Vanilla-Ice-cream-1418,131,4,For Serving | Main Ingredients,serving,Nutrient values (Abbrv) per serving,19.8 g,0 mg,87 Calories,0.7 g,4.5 g,0.3 g,39 mg
Aloo Palak ( Microwave ),Aloo Palak ( Microwave ) Recipe (Microwave Subzis Recipes),https://www.tarladalal.com/aloo-palak--microwave--22488r,https://www.tarladalal.com/calories-for-Aloo-Palak--Microwave--22488,131,11,Main Ingredients,,Nutrient values (Abbrv) per null,10.1 g,0 mg,154 Calories,11.8 g,2.3 g,1.9 g,44 mg
Wrapper Dough For Wontons And Crispy Noodles,Wrapper Dough For Wontons And Crispy Noodles Recipe,https://www.tarladalal.com/wrapper-dough-for-wontons-and-crispy-noodles-286r,https://www.tarladalal.com/calories-for-Wrapper-Dough-for-Wontons-and-Crispy-Noodles-286,131,2,For The Wrapper Dough,dough,Nutrient values (Abbrv) per dough,121.9 g,0 mg,574 Calories,1.5 g,0.5 g,18.2 g,15 mg
Vanilla Glaze Icing For Cakes And Pastries,Vanilla Glaze Icing For Cakes And Pastries Recipe,https://www.tarladalal.com/vanilla-glaze-icing-for-cakes-and-pastries-32405r,https://www.tarladalal.com/calories-for-Vanilla-Glaze-Icing-For-Cakes-and-Pastries-32405,131,2,Main Ingredients,serving,Nutrient values (Abbrv) per serving,238.6 g,0 mg,960 Calories,0.0 g,0.0 g,0.0 g,0 mg
Mirch Ka Salan,Mirch Ka Salan Recipe,https://www.tarladalal.com/mirch-ka-salan-22501r,https://www.tarladalal.com/calories-for-Mirch-ka-Salan-22501,131,0,,,Nutrient values (Abbrv) per null,6.6 g,0 mg,203 Calories,18.1 g,2.4 g,3.7 g,2 mg
Darbari Aloo Mutter Microwave Sabzi,Darbari Aloo Mutter Microwave Sabzi Recipe,https://www.tarladalal.com/darbari-aloo-mutter-sabzi-microwave-dry-subzi-22516r,https://www.tarladalal.com/calories-for-Darbari-Aloo-Mutter-Sabzi-Microwave-Dry-Subzi-22516,131,15,For The Garnish | for Darbari Aloo Mutter Microwave Sabzi,serving,Nutrient values (Abbrv) per serving,14.0 g,0 mg,131 Calories,6.9 g,3.3 g,3.3 g,9 mg
Yoghurt Lollies ( Fun Food For Children),Yoghurt Lollies ( Fun Food For Children) Recipe,https://www.tarladalal.com/yoghurt-lollies--fun-food-for-children-1908r,https://www.tarladalal.com/calories-for-Yoghurt-Lollies--Fun-Food-For-Children-1908,131,4,Main Ingredients,serving,Nutrient values (Abbrv) per serving,15.5 g,5 mg,97 Calories,2.3 g,0.2 g,1.6 g,15 mg
Khimchi ( Burgers And Smoothies ),Khimchi ( Burgers And Smoothies ) Recipe,https://www.tarladalal.com/khimchi--burgers-and-smoothies-recipe-36320r,https://www.tarladalal.com/calories-for-Khimchi--Burgers-and-Smoothies-Recipe-36320,131,5,Main Ingredients,cup,Nutrient values (Abbrv) per cup,14.9 g,0 mg,65 Calories,0.1 g,1.8 g,1.2 g,12 mg
Black Grape Pineapple Infused Water,Black Grape Pineapple Infused Water Recipe,https://www.tarladalal.com/black-grape-pineapple-infused-water-41805r,https://www.tarladalal.com/calories-for-Black-Grape-Pineapple-Infused-Water-41805,131,2,Main Ingredients,serving,Nutrient values (Abbrv) per serving,2.7 g,0 mg,12 Calories,0.0 g,0.7 g,0.1 g,9 mg
Black Bean And Bulgar Wheat Salald,Black Bean And Bulgar Wheat Salald Recipe,https://www.tarladalal.com/black-bean-and-bulgar-wheat-salad-dalia-salad-with-beans-39381r,https://www.tarladalal.com/calories-for-Black-Bean-and-Bulgar-Wheat-Salad-Dalia-Salad-with-Beans-39381,131,10,For Black Bean and Bulgar Wheat Salad | To Be Mixed Together Into A Dressing,serving,Nutrient values (Abbrv) per serving,27.7 g,0 mg,208 Calories,8.3 g,5.2 g,6.1 g,3 mg
Crackers With Paneer And Vegetable Spread,Crackers With Paneer And Vegetable Spread Recipe,https://www.tarladalal.com/crackers-with-paneer-and-veggie-spread-36071r,https://www.tarladalal.com/calories-for-Crackers-with-Paneer-and-Veggie-Spread-36071,131,11,For Crackers With Paneer and Veggie Spread | To Be Mixed Into A Paneer (cottage Cheese) and Veggie Spread,piece,Nutrient values (Abbrv) per piece,6.6 g,0 mg,62 Calories,3.1 g,0.4 g,1.9 g,1 mg
Makai Jajaria ( Pressure Cooking ),Makai Jajaria ( Pressure Cooking ) Recipe,https://www.tarladalal.com/makai-jajaria--pressure-cooking--33373r,https://www.tarladalal.com/calories-for-Makai-Jajaria--Pressure-Cooking--33373,131,8,For The Garnish | Main Ingredients,serving,Nutrient values (Abbrv) per serving,30.5 g,2 mg,176 Calories,5.1 g,0.6 g,2.2 g,4 mg
