food_name,serving_type,serving_qty,serving_weight_grams,serving_weight_grams_numeric,serving_phrase,table_value_header,table_daily_value_header,nutrient_count,calcium_daily_value_pct,calcium_value,carbohydrates_daily_value_pct,carbohydrates_value,cholesterol_daily_value_pct,cholesterol_value,energy_daily_value_pct,energy_value,fat_daily_value_pct,fat_value,fiber_daily_value_pct,fiber_value,folic_acid_vitamin_b9_daily_value_pct,folic_acid_vitamin_b9_value,iron_daily_value_pct,iron_value,magnesium_daily_value_pct,magnesium_value,phosphorus_daily_value_pct,phosphorus_value,potassium_daily_value_pct,potassium_value,protein_daily_value_pct,protein_value,sodium_daily_value_pct,sodium_value,vitamin_a_daily_value_pct,vitamin_a_value,vitamin_b1_thiamine_daily_value_pct,vitamin_b1_thiamine_value,vitamin_b2_riboflavin_daily_value_pct,vitamin_b2_riboflavin_value,vitamin_b3_niacin_daily_value_pct,vitamin_b3_niacin_value,vitamin_c_daily_value_pct,vitamin_c_value,vitamin_e_daily_value_pct,vitamin_e_value,zinc_daily_value_pct,zinc_value
Vegetable Gold Coins,gold coin,1 gold coin,,,Vegetable Gold Coins,Value per gold coin,% Daily Values,20,0%,2.8 mg,5%,12.4 g,0%,0.0 mg,5%,96 kcal,7%,4.33 g,0%,0.01 g,0%,0.0 mcg,2%,0.3 mg,0%,1.5 mg,0%,3.3 mg,0%,3.5 mg,3%,1.9 g,0%,0.3 mg,4%,38.2 mcg,1%,0.0 mg,0%,0.0 mg,1%,0.2 mg,0%,0.0 mg,0%,0.0 mg,0%,0.0 mg
serving (160 grams) of Paneer Tikki Chole Chaat,serving,1 serving,160 grams,160,serving (160 grams) of Paneer Tikki Chole Chaat,Value serving,% Daily Values,20,37%,370.6 mg,8%,21.1 g,1%,2.4 mg,15%,299 kcal,31%,18.35 g,19%,5.78 g,15%,45.3 mcg,7%,1.4 mg,10%,46.2 mg,26%,261.9 mg,7%,252.3 mg,21%,12.4 g,1%,14.1 mg,74%,742.0 mcg,14%,0.2 mg,4%,0.1 mg,5%,0.8 mg,24%,19.6 mg,3%,0.3 mg,5%,0.8 mg
Black Eyed Bean Salad,serving,1 serving,,,serving of Black Eyed Bean Salad,Value serving,% Daily Values,20,5%,52.6 mg,9%,24.8 g,0%,0.0 mg,7%,146 kcal,1%,0.58 g,24%,7.19 g,21%,61.8 mcg,20%,3.8 mg,21%,92.2 mg,18%,178.9 mg,15%,528.1 mg,17%,10.2 g,1%,15.4 mg,17%,174.2 mcg,19%,0.3 mg,5%,0.1 mg,5%,0.7 mg,25%,20.3 mg,1%,0.1 mg,11%,1.9 mg
Panch Ratani Dal Recipe (Low Cholesterol Foods),serving,1 serving,,,,Value serving,% Daily Values,20,6%,62.8 mg,9%,23.5 g,0%,0.0 mg,8%,153 kcal,4%,2.53 g,18%,5.45 g,34%,103.1 mcg,10%,1.9 mg,11%,48.0 mg,13%,127.7 mg,10%,347.8 mg,15%,9.1 g,1%,20.9 mg,13%,126.6 mcg,14%,0.2 mg,4%,0.1 mg,7%,0.9 mg,5%,3.8 mg,1%,0.1 mg,5%,0.9 mg
Soya Tikki Recipe (Sesame Soya Tikki),tikki,1 tikki,,,,Value per tikki,% Daily Values,20,1%,8.3 mg,2%,4.7 g,0%,0.0 mg,3%,50 kcal,5%,3.00 g,3%,0.88 g,1%,3.7 mcg,1%,0.2 mg,0%,0.0 mg,0%,0.0 mg,1%,35.6 mg,2%,1.1 g,0%,2.2 mg,10%,95.3 mcg,2%,0.0 mg,0%,0.0 mg,4%,0.6 mg,5%,3.9 mg,-3%,-0.2 mg,1%,0.2 mg
Rice Pakora Recipe (Chawal Ke Pakode),serving,1 serving,,,,Value serving,% Daily Values,20,2%,23.9 mg,12%,31.7 g,0%,0.0 mg,18%,357 kcal,39%,23.43 g,8%,2.30 g,8%,23.7 mcg,6%,1.2 mg,10%,45.8 mg,10%,97.9 mg,4%,152.3 mg,8%,4.9 g,1%,13.7 mg,43%,426.3 mcg,6%,0.1 mg,2%,0.0 mg,7%,0.9 mg,8%,6.2 mg,1%,0.1 mg,4%,0.7 mg
Bread Sticks Recipe. Crispy Homemade Indian Breadsticks,stick,1 stick,,,,Value per stick,% Daily Values,20,0%,2.6 mg,3%,8.2 g,0%,0.0 mg,2%,44 kcal,1%,0.76 g,0%,0.03 g,0%,0.0 mcg,2%,0.3 mg,1%,5.9 mg,1%,13.1 mg,0%,14.1 mg,2%,1.2 g,7%,130.2 mg,0%,2.7 mcg,1%,0.0 mg,0%,0.0 mg,2%,0.3 mg,0%,0.0 mg,1%,0.1 mg,0%,0.1 mg
Cheesy Paneer Bread Rolls Recipe,bread roll,1 bread roll,,,,Value per bread roll,% Daily Values,20,8%,79.8 mg,4%,12.0 g,2%,6.5 mg,7%,142 kcal,14%,8.55 g,0%,0.07 g,0%,0.7 mcg,2%,0.3 mg,0%,1.2 mg,4%,36.5 mg,0%,9.6 mg,7%,4.2 g,5%,98.9 mg,9%,94.2 mcg,2%,0.0 mg,0%,0.0 mg,1%,0.2 mg,1%,0.9 mg,-0%,-0.0 mg,0%,0.0 mg
Palak Pakoda Chaat Recipe (Palak Pakora Chaat),serving,1 serving,,,,Value serving,% Daily Values,20,18%,177.1 mg,12%,32.0 g,3%,8.0 mg,13%,265 kcal,18%,10.72 g,18%,5.35 g,29%,85.7 mcg,16%,3.0 mg,17%,73.5 mg,15%,151.1 mg,11%,388.9 mg,13%,7.6 g,2%,48.8 mg,277%,2771.3 mcg,10%,0.1 mg,10%,0.2 mg,7%,1.0 mg,18%,14.7 mg,11%,0.8 mg,3%,0.6 mg
frozen Aloo Paratha,paratha,1 paratha,,,frozen Aloo Paratha,Value per paratha,% Daily Values,20,2%,15.4 mg,8%,23.1 g,0%,0.0 mg,9%,179 kcal,14%,8.52 g,12%,3.51 g,4%,12.8 mcg,7%,1.4 mg,9%,40.0 mg,10%,100.1 mg,4%,128.9 mg,6%,3.5 g,0%,7.6 mg,12%,118.6 mcg,10%,0.1 mg,2%,0.0 mg,10%,1.3 mg,5%,4.0 mg,3%,0.2 mg,4%,0.7 mg
Mexican Bread Rolls Recipe (Mexican Rolls Starter),bread roll,1 bread roll,,,,Value bread roll,% Daily Values,20,6%,56.0 mg,5%,14.5 g,0%,0.0 mg,5%,107 kcal,6%,3.59 g,1%,0.20 g,1%,1.7 mcg,2%,0.4 mg,0%,0.0 mg,0%,0.0 mg,1%,23.8 mg,5%,3.3 g,1%,21.8 mg,13%,128.5 mcg,4%,0.1 mg,1%,0.0 mg,2%,0.2 mg,10%,7.9 mg,-7%,-0.5 mg,0%,0.0 mg
Cheesy Baked Rice With Vegetables Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,63%,625.2 mg,22%,59.8 g,35%,105.0 mg,34%,678 kcal,59%,35.29 g,21%,6.31 g,10%,29.2 mcg,13%,2.5 mg,24%,104.7 mg,62%,624.1 mg,10%,336.0 mg,34%,20.4 g,26%,516.3 mg,151%,1513.9 mcg,9%,0.1 mg,15%,0.3 mg,12%,1.7 mg,30%,23.9 mg,6%,0.5 mg,5%,0.9 mg
Plum Compote Recipe (Caramelized Plum & Spice Dessert Sauce),tbsp,1 tbsp,,,,Value per tbsp,% Daily Values,20,4%,37.6 mg,73%,200.8 g,0%,0.0 mg,42%,836 kcal,3%,1.88 g,35%,10.52 g,6%,18.8 mcg,12%,2.3 mg,126%,552.7 mg,5%,45.1 mg,27%,928.7 mg,4%,2.6 g,0%,3.0 mg,62%,624.2 mcg,11%,0.2 mg,19%,0.4 mg,8%,1.1 mg,24%,18.8 mg,15%,1.1 mg,2%,0.4 mg
Aloo Corn Tikki Roll Recipe (Indian Aloo Corn Frankie),kathi roll,1 kathi roll,,,,Value per kathi roll,% Daily Values,20,2%,19.8 mg,9%,25.8 g,0%,0.0 mg,7%,148 kcal,6%,3.83 g,5%,1.56 g,8%,22.5 mcg,6%,1.2 mg,0%,0.0 mg,0%,0.0 mg,4%,139.1 mg,6%,3.6 g,0%,6.4 mg,11%,111.6 mcg,11%,0.2 mg,4%,0.1 mg,9%,1.3 mg,7%,5.9 mg,-8%,-0.6 mg,3%,0.5 mg
serving (202 grams ) of Soya Palak Masala,serving,1 serving,202 grams,202,serving (202 grams ) of Soya Palak Masala,Value serving,% Daily Values,20,14%,137.3 mg,4%,10.7 g,0%,0.0 mg,11%,221 kcal,26%,15.40 g,22%,6.69 g,37%,111.7 mcg,22%,4.3 mg,20%,89.2 mg,16%,164.6 mg,16%,550.9 mg,17%,10.0 g,2%,44.5 mg,405%,4045.5 mcg,15%,0.2 mg,14%,0.3 mg,8%,1.2 mg,39%,31.6 mg,20%,1.5 mg,6%,1.0 mg
Mixed Vegetable Handvo Recipe (Instant Vegetable Handvo),serving,1 serving,,,,Value serving,% Daily Values,20,5%,49.5 mg,6%,16.0 g,0%,0.0 mg,9%,176 kcal,18%,10.52 g,8%,2.29 g,9%,25.9 mcg,6%,1.1 mg,3%,13.1 mg,5%,54.7 mg,4%,138.0 mg,5%,3.3 g,1%,11.9 mg,69%,688.2 mcg,2%,0.0 mg,1%,0.0 mg,6%,0.9 mg,9%,6.8 mg,2%,0.2 mg,5%,0.9 mg
Red And White Radish Pickle Recipe (Mooli Ka Achar),serving,1 serving,,,,Value serving,% Daily Values,20,3%,25.4 mg,23%,63.9 g,0%,0.0 mg,13%,260 kcal,0%,0.07 g,5%,1.56 g,6%,17.0 mcg,2%,0.3 mg,2%,6.9 mg,4%,37.4 mg,3%,94.4 mg,1%,0.5 g,130%,2606.3 mg,0%,2.0 mcg,3%,0.0 mg,1%,0.0 mg,2%,0.3 mg,13%,10.2 mg,0%,0.0 mg,1%,0.2 mg
tablespoon of Khajur Imli ni Chutney,tbsp,1 tbsp,,,tablespoon of Khajur Imli ni Chutney,Value per tbsp,% Daily Values,20,5%,46.4 mg,22%,60.8 g,0%,0.0 mg,13%,251 kcal,1%,0.34 g,19%,5.74 g,0%,0.0 mcg,9%,1.7 mg,2%,8.9 mg,4%,43.3 mg,0%,0.0 mg,2%,1.0 g,0%,0.0 mg,0%,0.0 mcg,0%,0.0 mg,0%,0.0 mg,0%,0.0 mg,0%,0.0 mg,0%,0.0 mg,0%,0.0 mg
Hawaiian Pasta Salad Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,2%,20.9 mg,16%,45.2 g,0%,0.0 mg,16%,325 kcal,26%,15.38 g,7%,2.16 g,4%,11.8 mcg,6%,1.1 mg,8%,33.6 mg,2%,18.7 mg,4%,138.2 mg,9%,5.4 g,15%,305.8 mg,23%,234.0 mcg,22%,0.3 mg,7%,0.1 mg,1%,0.1 mg,69%,55.1 mg,-105%,-7.8 mg,1%,0.2 mg
Nachos With Salsa And Baked Beans Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,14%,143.6 mg,11%,28.9 g,0%,0.0 mg,9%,181 kcal,8%,4.74 g,25%,7.44 g,14%,43.4 mcg,6%,1.2 mg,0%,0.0 mg,0%,0.0 mg,11%,382.7 mg,11%,6.6 g,14%,280.1 mg,53%,526.5 mcg,9%,0.1 mg,5%,0.1 mg,4%,0.6 mg,36%,28.6 mg,-25%,-1.9 mg,7%,1.1 mg
Palak Toovar Dal,serving,1 serving,,,serving of Palak Toovar Dal,Value serving,% Daily Values,20,7%,68.5 mg,6%,17.2 g,0%,0.0 mg,6%,119 kcal,4%,2.46 g,12%,3.71 g,28%,85.2 mcg,10%,2.0 mg,12%,54.1 mg,9%,94.0 mg,11%,400.3 mg,12%,7.1 g,2%,35.7 mg,272%,2719.0 mcg,10%,0.1 mg,9%,0.2 mg,7%,1.0 mg,19%,15.4 mg,13%,1.0 mg,2%,0.4 mg
Eggless Date and Almond Cake,piece,1 piece,,,piece of Eggless Date and Almond Cake,Value per piece,% Daily Values,20,42%,420.5 mg,89%,244.1 g,71%,212.7 mg,119%,2376 kcal,233%,139.81 g,152%,45.65 g,49%,145.7 mcg,97%,18.4 mg,178%,781.1 mg,139%,1391.9 mg,71%,2483.7 mg,88%,53.0 g,135%,2705.6 mg,553%,5531.5 mcg,118%,1.7 mg,49%,1.0 mg,90%,12.6 mg,6%,4.6 mg,411%,30.8 mg,60%,10.3 mg
serving (110 grams) of Paneer Hot Pan Sizzler,serving,1 serving,110 grams,110,serving (110 grams) of Paneer Hot Pan Sizzler,Value serving,% Daily Values,20,31%,313.0 mg,7%,18.4 g,0%,0.0 mg,20%,392 kcal,52%,31.13 g,7%,2.09 g,13%,39.5 mcg,25%,4.8 mg,7%,30.1 mg,21%,210.0 mg,4%,130.4 mg,17%,10.1 g,9%,172.2 mg,64%,644.2 mcg,28%,0.4 mg,8%,0.2 mg,10%,1.4 mg,56%,44.8 mg,3%,0.2 mg,2%,0.3 mg
Bajra Methi Khakhra,serving,"30 grams, 6 inches wide",30 grams,30,Bajra Methi Khakhra,Value serving,% Daily Values,20,5%,45.9 mg,6%,16.1 g,0%,0.0 mg,5%,110 kcal,7%,4.09 g,9%,2.79 g,2%,7.4 mcg,7%,1.4 mg,7%,32.4 mg,7%,68.4 mg,2%,80.5 mg,4%,2.3 g,0%,4.2 mg,9%,89.5 mcg,6%,0.1 mg,3%,0.1 mg,4%,0.5 mg,1%,0.9 mg,1%,0.0 mg,4%,0.6 mg
Cabbage and Dal Parathas,paratha,1 paratha,,,Cabbage and Dal Parathas,Value per paratha,% Daily Values,20,3%,26.6 mg,8%,21.9 g,0%,0.0 mg,6%,129 kcal,5%,2.71 g,13%,3.81 g,8%,24.0 mcg,9%,1.8 mg,10%,45.2 mg,9%,86.4 mg,5%,189.8 mg,8%,5.0 g,10%,202.6 mg,6%,60.5 mcg,11%,0.2 mg,4%,0.1 mg,9%,1.2 mg,19%,15.5 mg,3%,0.2 mg,5%,0.8 mg
South Indian Stir Fry Rice Recipe (Saatvik Recipes),serving,1 serving,,,,Value serving,% Daily Values,20,9%,92.2 mg,4%,11.6 g,0%,0.0 mg,7%,137 kcal,15%,8.91 g,8%,2.32 g,2%,4.6 mcg,4%,0.8 mg,0%,0.0 mg,0%,0.0 mg,1%,19.2 mg,4%,2.6 g,0%,1.0 mg,4%,44.1 mcg,6%,0.1 mg,2%,0.0 mg,4%,0.5 mg,0%,0.0 mg,-4%,-0.3 mg,6%,0.9 mg
glass (240 ml) of Apple Cinnamon Milkshake,glass,1 glass,,,glass (240 ml) of Apple Cinnamon Milkshake,Value per glass,% Daily Values,20,22%,217.3 mg,5%,14.7 g,5%,16.0 mg,7%,140 kcal,11%,6.86 g,8%,2.32 g,3%,7.8 mcg,4%,0.7 mg,5%,24.1 mg,14%,140.2 mg,4%,144.4 mg,7%,4.4 g,2%,39.3 mg,16%,161.7 mcg,4%,0.1 mg,5%,0.1 mg,2%,0.3 mg,4%,3.6 mg,1%,0.1 mg,2%,0.3 mg
Stuffed Bhavnagri Chillies Recipe (Bharela Moong Dal Marcha),stuffed chilli,1 stuffed chilli,,,,Value per stuffed chilli,% Daily Values,20,0%,4.1 mg,1%,2.2 g,0%,0.0 mg,1%,22 kcal,2%,1.13 g,1%,0.29 g,2%,4.8 mcg,1%,0.1 mg,1%,4.0 mg,0%,1.7 mg,1%,40.5 mg,1%,0.8 g,0%,1.1 mg,3%,28.6 mcg,1%,0.0 mg,0%,0.0 mg,1%,0.1 mg,1%,0.6 mg,0%,0.0 mg,1%,0.1 mg
Sprouted Matki Uttapam,uttapam,30 grams,30 grams,30,Sprouted Matki Uttapam,Value uttapam,% Daily Values,20,5%,45.9 mg,5%,13.2 g,0%,0.0 mg,5%,92 kcal,4%,2.12 g,6%,1.75 g,3%,9.3 mcg,10%,2.0 mg,12%,52.1 mg,8%,75.9 mg,7%,239.6 mg,9%,5.2 g,1%,11.0 mg,18%,183.3 mcg,59%,0.8 mg,1%,0.0 mg,3%,0.4 mg,5%,3.6 mg,0%,0.0 mg,4%,0.6 mg
Vegetable Grilled Sandwich Recipe,sandwich,1 sandwich,,,,Value per sandwich,% Daily Values,20,9%,87.0 mg,32%,89.1 g,15%,45.0 mg,27%,547 kcal,26%,15.82 g,18%,5.40 g,18%,55.1 mcg,16%,3.0 mg,13%,56.7 mg,10%,96.3 mg,13%,450.6 mg,20%,12.1 g,9%,181.4 mg,162%,1615.4 mcg,27%,0.4 mg,3%,0.1 mg,18%,2.5 mg,92%,73.8 mg,10%,0.8 mg,5%,0.8 mg
Paneer In Coconut Gravy Recipe (Roti Recipes),serving,1 serving,,,,Value serving,% Daily Values,20,37%,370.9 mg,6%,17.1 g,0%,0.0 mg,23%,469 kcal,66%,39.54 g,2%,0.74 g,5%,14.6 mcg,3%,0.6 mg,3%,11.2 mg,23%,228.2 mg,2%,60.7 mg,18%,10.6 g,0%,2.4 mg,47%,468.9 mcg,11%,0.1 mg,3%,0.1 mg,5%,0.6 mg,10%,7.9 mg,1%,0.1 mg,1%,0.2 mg
Kabuli Chana Biryani ( Indian Cooking) Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,9%,87.2 mg,15%,42.2 g,0%,0.0 mg,17%,331 kcal,25%,14.89 g,18%,5.31 g,11%,33.5 mcg,6%,1.2 mg,0%,0.0 mg,0%,0.0 mg,2%,66.5 mg,10%,5.9 g,0%,8.9 mg,44%,440.6 mcg,7%,0.1 mg,4%,0.1 mg,9%,1.3 mg,15%,11.7 mg,-16%,-1.2 mg,5%,0.9 mg
Rava Bonda,bonda,30 grams,30 grams,30,Rava Bonda,Value per bonda,% Daily Values,20,2%,21.1 mg,4%,9.7 g,0%,1.3 mg,5%,105 kcal,11%,6.42 g,0%,0.07 g,3%,10.3 mcg,2%,0.3 mg,3%,13.8 mg,3%,31.3 mg,1%,29.8 mg,3%,2.0 g,0%,4.3 mg,6%,59.7 mcg,2%,0.0 mg,1%,0.0 mg,2%,0.2 mg,1%,0.6 mg,0%,0.0 mg,1%,0.2 mg
tbsp Coconut Sauce,tbsp,1 tbsp,,,tbsp Coconut Sauce,Value per tbsp,% Daily Values,20,2%,21.2 mg,7%,18.4 g,0%,0.0 mg,21%,429 kcal,64%,38.47 g,4%,1.13 g,8%,24.1 mcg,4%,0.8 mg,3%,12.9 mg,2%,23.4 mg,2%,57.1 mg,2%,1.1 g,0%,0.7 mg,14%,135.3 mcg,10%,0.1 mg,4%,0.1 mg,7%,1.0 mg,5%,4.0 mg,1%,0.1 mg,1%,0.2 mg
"Cauliflower Greens, Methi and Palak Healthy Subzi",serving,1 serving,,,"serving of Cauliflower Greens, Methi and Palak Healthy Subzi",Value serving,% Daily Values,20,10%,103.8 mg,2%,4.6 g,0%,0.0 mg,3%,57 kcal,6%,3.64 g,5%,1.45 g,8%,23.1 mcg,21%,4.0 mg,0%,0.0 mg,0%,0.0 mg,3%,90.7 mg,2%,1.4 g,1%,14.5 mg,87%,873.8 mcg,4%,0.1 mg,3%,0.1 mg,2%,0.3 mg,27%,21.3 mg,-10%,-0.8 mg,1%,0.1 mg
Pressure Cooker Naan,naan,1 naan,,,Pressure Cooker Naan,Value per naan,% Daily Values,20,2%,20.0 mg,6%,16.8 g,3%,7.9 mg,6%,120 kcal,8%,4.72 g,1%,0.23 g,0%,1.5 mcg,4%,0.7 mg,4%,15.7 mg,4%,35.7 mg,1%,35.9 mg,4%,2.7 g,1%,27.4 mg,12%,119.5 mcg,3%,0.0 mg,1%,0.0 mg,4%,0.6 mg,0%,0.0 mg,1%,0.1 mg,1%,0.3 mg
serving (140 grams) of Badami Paneer,serving,1 serving,140 grams,140,serving (140 grams) of Badami Paneer,Value serving,% Daily Values,20,30%,299.6 mg,3%,8.6 g,0%,0.0 mg,18%,363 kcal,55%,32.79 g,4%,1.28 g,5%,13.6 mcg,3%,0.6 mg,6%,25.1 mg,19%,189.5 mg,3%,121.6 mg,15%,9.0 g,0%,7.6 mg,49%,494.7 mcg,8%,0.1 mg,3%,0.1 mg,3%,0.4 mg,16%,12.5 mg,17%,1.3 mg,2%,0.3 mg
Rice and Soya Sticks,cup,1 cup,,,cup of Rice and Soya Sticks,Value per cup,% Daily Values,20,9%,87.2 mg,13%,34.5 g,0%,0.0 mg,37%,744 kcal,106%,63.65 g,11%,3.29 g,22%,66.7 mcg,9%,1.7 mg,23%,102.4 mg,15%,145.8 mg,14%,478.5 mg,15%,8.8 g,0%,2.8 mg,53%,526.6 mcg,13%,0.2 mg,11%,0.2 mg,13%,1.8 mg,0%,0.3 mg,0%,0.0 mg,9%,1.5 mg
"serving (193 grmas) of Dahi Bhindi, Kerala Style Dahi Bhindi",serving,1 serving,193 grams,193,"serving (193 grmas) of Dahi Bhindi, Kerala Style Dahi Bhindi",Value serving,% Daily Values,20,16%,160.8 mg,5%,14.2 g,2%,6.4 mg,20%,409 kcal,61%,36.62 g,18%,5.26 g,27%,80.8 mcg,7%,1.3 mg,15%,64.4 mg,16%,164.3 mg,8%,289.5 mg,9%,5.4 g,1%,22.8 mg,49%,492.7 mcg,12%,0.2 mg,8%,0.2 mg,6%,0.9 mg,29%,23.5 mg,1%,0.1 mg,4%,0.8 mg
Eggless Chocolate Chiffon Cake Recipe,wedge,1 wedge,,,,Value per wedge,% Daily Values,20,129%,1287.0 mg,188%,516.6 g,42%,125.5 mg,268%,5352 kcal,682%,409.16 g,8%,2.50 g,27%,81.5 mcg,212%,40.3 mg,348%,1530.6 mg,201%,2010.5 mg,163%,5688.4 mg,160%,95.8 g,42%,839.6 mg,356%,3563.0 mcg,251%,3.5 mg,68%,1.4 mg,81%,11.3 mg,10%,7.6 mg,0%,0.0 mg,22%,3.8 mg
Bati Chorchori Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,3%,30.2 mg,3%,9.1 g,0%,0.0 mg,3%,63 kcal,2%,1.44 g,18%,5.26 g,8%,23.8 mcg,5%,1.0 mg,5%,22.8 mg,12%,122.5 mg,3%,112.0 mg,6%,3.5 g,1%,17.0 mg,25%,245.4 mcg,2%,0.0 mg,2%,0.0 mg,3%,0.4 mg,23%,18.0 mg,1%,0.1 mg,1%,0.2 mg
Kabuli Chana Kofta Biryani,serving,1 serving,,,serving of Kabuli Chana Kofta Biryani,Value serving,% Daily Values,20,16%,155.9 mg,25%,68.3 g,1%,1.6 mg,23%,453 kcal,26%,15.47 g,35%,10.49 g,27%,81.0 mcg,13%,2.6 mg,25%,109.2 mg,21%,214.8 mg,14%,491.9 mg,16%,9.7 g,1%,29.6 mg,73%,731.9 mcg,19%,0.3 mg,7%,0.1 mg,17%,2.3 mg,48%,38.8 mg,2%,0.2 mg,9%,1.6 mg
serving (150 grams ) of Cherry Tomato and Feta Salad,serving,1 serving,,,serving (150 grams ) of Cherry Tomato and Feta Salad,Value serving,% Daily Values,20,19%,186.8 mg,3%,7.0 g,7%,21.4 mg,7%,139 kcal,17%,10.43 g,8%,2.38 g,14%,41.1 mcg,6%,1.1 mg,5%,20.4 mg,11%,108.4 mg,7%,227.6 mg,8%,4.7 g,18%,354.0 mg,55%,552.5 mcg,15%,0.2 mg,14%,0.3 mg,6%,0.8 mg,48%,38.4 mg,0%,0.0 mg,4%,0.7 mg
Healthy Oats And Apple Porridge For Babies And Toddler Recipe,tbsp,1 tbsp,,,,Value per tbsp,% Daily Values,20,47%,472.6 mg,28%,75.8 g,16%,47.0 mg,29%,590 kcal,34%,20.66 g,19%,5.68 g,10%,31.0 mcg,16%,3.1 mg,24%,105.8 mg,42%,420.5 mg,11%,379.5 mg,25%,14.9 g,5%,103.8 mg,51%,513.4 mcg,33%,0.5 mg,13%,0.3 mg,5%,0.7 mg,5%,4.1 mg,3%,0.2 mg,12%,2.1 mg
serving (125 grams) of Moongfali ( Groundnut) Potato Vegetable,serving,1 serving,125 grams,125,serving (125 grams) of Moongfali ( Groundnut) Potato Vegetable,Value serving,% Daily Values,20,5%,45.2 mg,5%,13.0 g,0%,0.0 mg,14%,274 kcal,37%,22.09 g,12%,3.67 g,30%,88.8 mcg,10%,1.8 mg,16%,71.4 mg,15%,145.5 mg,9%,330.1 mg,16%,9.5 g,1%,10.2 mg,14%,135.7 mcg,17%,0.2 mg,2%,0.0 mg,32%,4.5 mg,11%,8.6 mg,38%,2.9 mg,8%,1.4 mg
Ajwain and Turmeric Milk,serving,1 serving,,,glass of Ajwain and Turmeric Milk,Value serving,% Daily Values,20,42%,420.0 mg,4%,10.0 g,11%,32.0 mg,12%,234 kcal,22%,13.00 g,0%,0.00 g,4%,11.2 mcg,2%,0.4 mg,9%,38.0 mg,26%,260.0 mg,5%,180.0 mg,14%,8.6 g,2%,38.0 mg,32%,320.0 mcg,6%,0.1 mg,10%,0.2 mg,1%,0.2 mg,3%,2.0 mg,0%,0.0 mg,0%,0.0 mg
Melon And Watermelon Smoothie Recipe (Summer Melon Smoothie),glass,1 glass,,,,Value glass,% Daily Values,20,10%,95.8 mg,2%,6.2 g,0%,0.0 mg,2%,35 kcal,0%,0.28 g,3%,0.84 g,5%,14.3 mcg,22%,4.2 mg,21%,91.0 mg,3%,26.7 mg,9%,319.0 mg,3%,1.9 g,6%,111.7 mg,24%,239.3 mcg,6%,0.1 mg,4%,0.1 mg,2%,0.3 mg,25%,19.9 mg,0%,0.0 mg,0%,0.1 mg
Chick Pea And Soya Tikki Roll ( Wraps And Rolls) Recipe,roll,1 roll,,,,Value per roll,% Daily Values,20,21%,212.1 mg,19%,51.7 g,0%,0.0 mg,21%,413 kcal,24%,14.69 g,51%,15.43 g,28%,83.9 mcg,29%,5.5 mg,30%,130.2 mg,35%,354.6 mg,21%,729.5 mg,33%,19.7 g,2%,42.1 mg,57%,570.8 mcg,31%,0.4 mg,10%,0.2 mg,21%,3.0 mg,18%,14.2 mg,9%,0.7 mg,12%,2.1 mg
serving (5 brussel sprouts) of Grilled Brussels Sprouts,serving,1 serving,,,serving (5 brussel sprouts) of Grilled Brussels Sprouts,Value serving,% Daily Values,20,4%,42.0 mg,3%,9.0 g,0%,0.0 mg,3%,65 kcal,5%,2.80 g,13%,3.80 g,20%,61.0 mcg,7%,1.4 mg,5%,23.0 mg,7%,69.0 mg,11%,389.0 mg,6%,3.4 g,1%,25.1 mg,23%,232.0 mcg,7%,0.1 mg,5%,0.1 mg,5%,0.7 mg,106%,85.0 mg,17%,1.3 mg,2%,0.4 mg
Gunda Nu Shaak Recipe,serving,1 serving,,,,Value serving,% Daily Values,20,2%,20.0 mg,7%,18.5 g,0%,0.0 mg,11%,228 kcal,24%,14.23 g,16%,4.77 g,15%,46.3 mcg,9%,1.7 mg,9%,40.4 mg,10%,102.8 mg,6%,225.2 mg,11%,6.4 g,1%,23.4 mg,26%,255.9 mcg,11%,0.1 mg,3%,0.1 mg,5%,0.8 mg,3%,2.4 mg,1%,0.0 mg,3%,0.5 mg
Jaggery and Dried Ginger Balls Recipe (Sonth Ladoo),mini ball,1 mini ball,,,,Value per mini ball,% Daily Values,20,1%,7.2 mg,3%,8.6 g,0%,0.0 mg,2%,34 kcal,0%,0.01 g,0%,0.00 g,0%,0.0 mcg,1%,0.2 mg,0%,0.0 mg,0%,3.6 mg,0%,0.0 mg,0%,0.0 g,0%,0.0 mg,0%,0.0 mcg,0%,0.0 mg,0%,0.0 mg,0%,0.0 mg,0%,0.0 mg,0%,0.0 mg,0%,0.0 mg
Vegetable Satay Recipe,satay,1 satay,,,,Value satay,% Daily Values,20,3%,34.4 mg,1%,2.0 g,0%,0.0 mg,1%,19 kcal,1%,0.82 g,1%,0.19 g,1%,1.5 mcg,0%,0.1 mg,1%,5.2 mg,1%,10.3 mg,0%,15.7 mg,2%,0.9 g,1%,11.2 mg,9%,94.7 mcg,2%,0.0 mg,0%,0.0 mg,0%,0.0 mg,7%,5.5 mg,0%,0.0 mg,0%,0.0 mg
